Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeShots,AwayShots,HomeShotsTarget,AwayShotsTarget,OddsHome,OddsDraw,OddsAway,Season,League,LeagueCode
21/01/2023,Ein Frankfurt,Schalke 04,3,0,H,11,18,3,4,1.36,5.0,8.5,2022-23,Bundesliga,D1
21/01/2023,Stuttgart,Mainz,1,1,D,16,12,4,2,2.4,3.5,2.88,2022-23,Bundesliga,D1
21/01/2023,Union Berlin,Hoffenheim,3,1,H,23,10,5,5,2.25,3.4,3.2,2022-23,Bundesliga,D1
21/01/2023,Wolfsburg,Freiburg,6,0,H,13,9,11,1,2.55,3.4,2.75,2022-23,Bundesliga,D1
21/01/2023,FC Koln,Werder Bremen,7,1,H,15,4,7,2,2.25,3.8,2.9,2022-23,Bundesliga,D1
22/01/2023,Dortmund,Augsburg,4,3,H,27,14,10,4,1.3,6.0,8.0,2022-23,Bundesliga,D1
22/01/2023,M'gladbach,Leverkusen,2,3,A,15,13,8,5,2.63,3.8,2.45,2022-23,Bundesliga,D1
24/01/2023,Schalke 04,RB Leipzig,1,6,A,9,21,1,14,5.75,4.33,1.53,2022-23,Bundesliga,D1
24/01/2023,Bayern Munich,FC Koln,1,1,D,22,2,7,1,1.2,7.5,12.0,2022-23,Bundesliga,D1
24/01/2023,Hertha,Wolfsburg,0,5,A,8,15,2,7,3.0,3.4,2.3,2022-23,Bundesliga,D1
24/01/2023,Hoffenheim,Stuttgart,2,2,D,13,8,5,4,2.1,3.5,3.4,2022-23,Bundesliga,D1
25/01/2023,Mainz,Dortmund,1,2,A,12,12,4,6,2.9,3.6,2.3,2022-23,Bundesliga,D1
25/01/2023,Augsburg,M'gladbach,1,0,H,14,7,4,2,3.0,3.6,2.25,2022-23,Bundesliga,D1
25/01/2023,Freiburg,Ein Frankfurt,1,1,D,12,4,5,2,2.5,3.5,2.7,2022-23,Bundesliga,D1
25/01/2023,Leverkusen,Bochum,2,0,H,11,9,4,2,1.4,5.25,6.5,2022-23,Bundesliga,D1
25/01/2023,Werder Bremen,Union Berlin,1,2,A,8,11,3,5,2.8,3.2,2.63,2022-23,Bundesliga,D1
27/01/2023,RB Leipzig,Stuttgart,2,1,H,9,10,4,3,1.33,5.0,9.0,2022-23,Bundesliga,D1
28/01/2023,Freiburg,Augsburg,3,1,H,15,16,9,4,1.5,4.5,6.25,2022-23,Bundesliga,D1
28/01/2023,Hertha,Union Berlin,0,2,A,10,7,3,3,3.5,3.25,2.2,2022-23,Bundesliga,D1
28/01/2023,Hoffenheim,M'gladbach,1,4,A,15,10,5,5,2.0,3.9,3.4,2022-23,Bundesliga,D1
28/01/2023,Mainz,Bochum,5,2,H,14,14,7,4,1.7,4.0,4.75,2022-23,Bundesliga,D1
28/01/2023,Werder Bremen,Wolfsburg,2,1,H,14,7,5,3,3.2,3.6,2.15,2022-23,Bundesliga,D1
28/01/2023,Bayern Munich,Ein Frankfurt,1,1,D,14,7,6,1,1.33,6.0,7.5,2022-23,Bundesliga,D1
29/01/2023,Schalke 04,FC Koln,0,0,D,15,7,2,0,3.8,3.6,1.95,2022-23,Bundesliga,D1
29/01/2023,Leverkusen,Dortmund,0,2,A,20,6,7,2,2.45,3.8,2.63,2022-23,Bundesliga,D1
03/02/2023,Augsburg,Leverkusen,1,0,H,10,12,5,4,4.0,3.8,1.85,2022-23,Bundesliga,D1
04/02/2023,Bochum,Hoffenheim,5,2,H,17,10,11,4,2.75,3.5,2.5,2022-23,Bundesliga,D1
04/02/2023,Dortmund,Freiburg,5,1,H,24,6,8,3,1.67,4.0,5.0,2022-23,Bundesliga,D1
04/02/2023,Ein Frankfurt,Hertha,3,0,H,10,13,4,3,1.45,4.5,6.5,2022-23,Bundesliga,D1
04/02/2023,FC Koln,RB Leipzig,0,0,D,9,7,0,2,4.2,3.6,1.91,2022-23,Bundesliga,D1
04/02/2023,Union Berlin,Mainz,2,1,H,9,9,5,2,1.95,3.5,4.0,2022-23,Bundesliga,D1
04/02/2023,M'gladbach,Schalke 04,0,0,D,17,18,4,5,1.53,4.5,5.75,2022-23,Bundesliga,D1
05/02/2023,Stuttgart,Werder Bremen,0,2,A,16,9,5,4,2.0,3.6,3.6,2022-23,Bundesliga,D1
05/02/2023,Wolfsburg,Bayern Munich,2,4,A,19,9,5,4,5.25,4.5,1.57,2022-23,Bundesliga,D1
10/02/2023,Schalke 04,Wolfsburg,0,0,D,17,8,5,2,3.6,3.8,1.95,2022-23,Bundesliga,D1
11/02/2023,Bayern Munich,Bochum,3,0,H,25,7,12,1,1.11,10.0,17.0,2022-23,Bundesliga,D1
11/02/2023,Freiburg,Stuttgart,2,1,H,9,14,5,3,1.8,3.8,4.33,2022-23,Bundesliga,D1
11/02/2023,Hoffenheim,Leverkusen,1,3,A,11,12,6,5,2.88,3.6,2.38,2022-23,Bundesliga,D1
11/02/2023,Mainz,Augsburg,3,1,H,13,11,7,3,1.8,4.0,4.2,2022-23,Bundesliga,D1
11/02/2023,Werder Bremen,Dortmund,0,2,A,8,17,3,9,4.0,4.0,1.8,2022-23,Bundesliga,D1
11/02/2023,RB Leipzig,Union Berlin,1,2,A,9,6,1,5,1.7,3.75,5.0,2022-23,Bundesliga,D1
12/02/2023,Hertha,M'gladbach,4,1,H,17,7,7,3,2.88,3.5,2.4,2022-23,Bundesliga,D1
12/02/2023,FC Koln,Ein Frankfurt,3,0,H,9,7,4,1,2.7,3.5,2.5,2022-23,Bundesliga,D1
17/02/2023,Augsburg,Hoffenheim,1,0,H,16,8,3,2,2.7,3.5,2.6,2022-23,Bundesliga,D1
18/02/2023,Bochum,Freiburg,0,2,A,15,15,6,5,3.1,3.5,2.25,2022-23,Bundesliga,D1
18/02/2023,M'gladbach,Bayern Munich,3,2,H,17,13,7,4,7.0,5.75,1.36,2022-23,Bundesliga,D1
18/02/2023,Stuttgart,FC Koln,3,0,H,18,11,7,4,2.45,3.4,2.88,2022-23,Bundesliga,D1
18/02/2023,Wolfsburg,RB Leipzig,0,3,A,7,17,2,5,3.3,3.6,2.15,2022-23,Bundesliga,D1
18/02/2023,Ein Frankfurt,Werder Bremen,2,0,H,11,3,6,0,1.62,4.2,5.25,2022-23,Bundesliga,D1
19/02/2023,Union Berlin,Schalke 04,0,0,D,9,6,4,2,1.6,3.8,6.0,2022-23,Bundesliga,D1
19/02/2023,Dortmund,Hertha,4,1,H,12,15,5,8,1.33,5.5,8.5,2022-23,Bundesliga,D1
19/02/2023,Leverkusen,Mainz,2,3,A,17,12,7,7,1.8,3.8,4.2,2022-23,Bundesliga,D1
24/02/2023,Mainz,M'gladbach,4,0,H,14,8,8,2,2.15,3.6,3.2,2022-23,Bundesliga,D1
25/02/2023,FC Koln,Wolfsburg,0,2,A,11,6,5,4,2.3,3.5,3.0,2022-23,Bundesliga,D1
25/02/2023,Hertha,Augsburg,2,0,H,11,9,3,2,2.1,3.6,3.25,2022-23,Bundesliga,D1
25/02/2023,Hoffenheim,Dortmund,0,1,A,13,23,4,11,4.0,4.2,1.75,2022-23,Bundesliga,D1
25/02/2023,RB Leipzig,Ein Frankfurt,2,1,H,10,8,5,4,1.7,4.0,4.6,2022-23,Bundesliga,D1
25/02/2023,Werder Bremen,Bochum,3,0,H,12,9,6,2,2.0,3.8,3.6,2022-23,Bundesliga,D1
25/02/2023,Schalke 04,Stuttgart,2,1,H,11,17,6,5,3.0,3.4,2.45,2022-23,Bundesliga,D1
26/02/2023,Freiburg,Leverkusen,1,1,D,9,16,4,4,2.15,3.5,3.25,2022-23,Bundesliga,D1
26/02/2023,Bayern Munich,Union Berlin,3,0,H,19,4,10,1,1.33,5.25,9.0,2022-23,Bundesliga,D1
03/03/2023,Dortmund,RB Leipzig,2,1,H,8,14,3,6,2.2,3.5,3.2,2022-23,Bundesliga,D1
04/03/2023,Augsburg,Werder Bremen,2,1,H,9,17,5,8,2.3,3.5,3.0,2022-23,Bundesliga,D1
04/03/2023,Bochum,Schalke 04,0,2,A,6,9,4,5,2.3,3.4,3.1,2022-23,Bundesliga,D1
04/03/2023,Mainz,Hoffenheim,1,0,H,16,15,6,4,1.91,3.6,4.0,2022-23,Bundesliga,D1
04/03/2023,M'gladbach,Freiburg,0,0,D,10,8,4,3,2.4,3.6,2.8,2022-23,Bundesliga,D1
04/03/2023,Union Berlin,FC Koln,0,0,D,8,12,2,4,1.91,3.4,4.33,2022-23,Bundesliga,D1
04/03/2023,Stuttgart,Bayern Munich,1,2,A,11,13,4,6,7.0,5.25,1.4,2022-23,Bundesliga,D1
05/03/2023,Leverkusen,Hertha,4,1,H,18,7,9,2,1.53,4.2,6.0,2022-23,Bundesliga,D1
05/03/2023,Wolfsburg,Ein Frankfurt,2,2,D,13,10,8,2,2.45,3.5,2.8,2022-23,Bundesliga,D1
10/03/2023,FC Koln,Bochum,0,2,A,11,9,5,3,1.73,3.75,4.75,2022-23,Bundesliga,D1
11/03/2023,Bayern Munich,Augsburg,5,3,H,24,13,9,6,1.13,9.0,19.0,2022-23,Bundesliga,D1
11/03/2023,Ein Frankfurt,Stuttgart,1,1,D,10,9,1,5,1.8,4.0,4.2,2022-23,Bundesliga,D1
11/03/2023,Hertha,Mainz,1,1,D,9,6,4,3,2.9,3.4,2.45,2022-23,Bundesliga,D1
11/03/2023,RB Leipzig,M'gladbach,3,0,H,14,7,9,3,1.4,5.0,7.0,2022-23,Bundesliga,D1
11/03/2023,Schalke 04,Dortmund,2,2,D,10,20,5,8,4.5,4.0,1.73,2022-23,Bundesliga,D1
12/03/2023,Freiburg,Hoffenheim,2,1,H,9,12,3,1,1.91,3.6,4.0,2022-23,Bundesliga,D1
12/03/2023,Werder Bremen,Leverkusen,2,3,A,12,13,6,5,3.3,3.75,2.1,2022-23,Bundesliga,D1
12/03/2023,Wolfsburg,Union Berlin,1,1,D,15,11,6,2,2.25,3.25,3.3,2022-23,Bundesliga,D1
17/03/2023,M'gladbach,Werder Bremen,2,2,D,21,6,9,3,1.8,4.0,4.2,2022-23,Bundesliga,D1
18/03/2023,Augsburg,Schalke 04,1,1,D,9,13,3,5,2.3,3.4,3.1,2022-23,Bundesliga,D1
18/03/2023,Bochum,RB Leipzig,1,0,H,8,21,2,8,5.5,4.33,1.55,2022-23,Bundesliga,D1
18/03/2023,Hoffenheim,Hertha,3,1,H,15,11,7,5,2.05,3.5,3.5,2022-23,Bundesliga,D1
18/03/2023,Stuttgart,Wolfsburg,0,1,A,12,9,2,3,2.38,3.4,2.9,2022-23,Bundesliga,D1
18/03/2023,Dortmund,FC Koln,6,1,H,11,11,8,5,1.45,4.75,6.5,2022-23,Bundesliga,D1
19/03/2023,Union Berlin,Ein Frankfurt,2,0,H,14,19,3,4,2.38,3.2,3.2,2022-23,Bundesliga,D1
19/03/2023,Leverkusen,Bayern Munich,2,1,H,12,11,6,6,5.25,4.5,1.55,2022-23,Bundesliga,D1
19/03/2023,Mainz,Freiburg,1,1,D,10,11,6,5,2.1,3.5,3.3,2022-23,Bundesliga,D1
31/03/2023,Ein Frankfurt,Bochum,1,1,D,18,8,7,2,1.5,4.33,6.5,2022-23,Bundesliga,D1
01/04/2023,Freiburg,Hertha,1,1,D,16,10,8,3,1.62,4.0,5.5,2022-23,Bundesliga,D1
01/04/2023,RB Leipzig,Mainz,0,3,A,12,19,3,7,1.53,4.5,5.5,2022-23,Bundesliga,D1
01/04/2023,Schalke 04,Leverkusen,0,3,A,12,18,3,10,3.8,3.75,1.91,2022-23,Bundesliga,D1
01/04/2023,Union Berlin,Stuttgart,3,0,H,13,17,5,8,2.05,3.2,3.9,2022-23,Bundesliga,D1
01/04/2023,Wolfsburg,Augsburg,2,2,D,23,5,5,2,1.62,4.0,5.5,2022-23,Bundesliga,D1
01/04/2023,Bayern Munich,Dortmund,4,2,H,16,10,9,4,1.45,5.0,6.0,2022-23,Bundesliga,D1
02/04/2023,FC Koln,M'gladbach,0,0,D,12,8,5,2,2.25,3.6,3.0,2022-23,Bundesliga,D1
02/04/2023,Werder Bremen,Hoffenheim,1,2,A,12,8,5,2,2.3,3.5,3.0,2022-23,Bundesliga,D1
08/04/2023,Augsburg,FC Koln,1,3,A,13,11,1,5,2.8,3.4,2.55,2022-23,Bundesliga,D1
08/04/2023,Dortmund,Union Berlin,2,1,H,14,7,6,2,1.6,4.0,5.75,2022-23,Bundesliga,D1
08/04/2023,Freiburg,Bayern Munich,0,1,A,10,23,2,8,6.5,5.0,1.45,2022-23,Bundesliga,D1
08/04/2023,Leverkusen,Ein Frankfurt,3,1,H,13,9,8,3,1.8,4.0,4.0,2022-23,Bundesliga,D1
08/04/2023,Mainz,Werder Bremen,2,2,D,16,9,10,4,1.7,4.0,4.75,2022-23,Bundesliga,D1
08/04/2023,Hertha,RB Leipzig,0,1,A,11,18,1,6,5.5,4.0,1.62,2022-23,Bundesliga,D1
09/04/2023,M'gladbach,Wolfsburg,2,0,H,13,9,6,2,2.38,3.6,2.88,2022-23,Bundesliga,D1
09/04/2023,Bochum,Stuttgart,2,3,A,11,14,5,7,3.1,3.5,2.25,2022-23,Bundesliga,D1
09/04/2023,Hoffenheim,Schalke 04,2,0,H,15,10,4,3,1.91,3.8,3.8,2022-23,Bundesliga,D1
14/04/2023,Schalke 04,Hertha,5,2,H,14,11,7,5,2.25,3.3,3.2,2022-23,Bundesliga,D1
15/04/2023,Bayern Munich,Hoffenheim,1,1,D,22,4,7,3,1.22,7.5,11.0,2022-23,Bundesliga,D1
15/04/2023,FC Koln,Mainz,1,1,D,12,5,4,1,2.55,3.4,2.7,2022-23,Bundesliga,D1
15/04/2023,RB Leipzig,Augsburg,3,2,H,13,14,6,3,1.25,6.5,10.0,2022-23,Bundesliga,D1
15/04/2023,Stuttgart,Dortmund,3,3,D,12,15,5,6,3.5,3.8,1.95,2022-23,Bundesliga,D1
15/04/2023,Ein Frankfurt,M'gladbach,1,1,D,16,4,5,2,1.73,4.2,4.33,2022-23,Bundesliga,D1
16/04/2023,Werder Bremen,Freiburg,1,2,A,13,6,5,3,2.7,3.5,2.55,2022-23,Bundesliga,D1
16/04/2023,Union Berlin,Bochum,1,1,D,10,14,2,8,1.6,3.8,6.0,2022-23,Bundesliga,D1
16/04/2023,Wolfsburg,Leverkusen,0,0,D,11,13,3,4,2.75,3.6,2.4,2022-23,Bundesliga,D1
21/04/2023,Augsburg,Stuttgart,1,1,D,4,6,1,3,3.2,3.6,2.15,2022-23,Bundesliga,D1
22/04/2023,Bochum,Wolfsburg,1,5,A,23,15,6,7,3.0,3.5,2.3,2022-23,Bundesliga,D1
22/04/2023,Hertha,Werder Bremen,2,4,A,13,11,5,4,2.25,3.5,3.1,2022-23,Bundesliga,D1
22/04/2023,Hoffenheim,FC Koln,1,3,A,11,14,4,7,2.2,3.5,3.2,2022-23,Bundesliga,D1
22/04/2023,Mainz,Bayern Munich,3,1,H,13,11,4,2,5.25,4.5,1.57,2022-23,Bundesliga,D1
22/04/2023,Dortmund,Ein Frankfurt,4,0,H,14,9,7,2,1.62,4.5,4.75,2022-23,Bundesliga,D1
23/04/2023,Freiburg,Schalke 04,4,0,H,25,10,12,4,1.8,3.75,4.5,2022-23,Bundesliga,D1
23/04/2023,Leverkusen,RB Leipzig,2,0,H,8,26,6,8,2.5,3.6,2.63,2022-23,Bundesliga,D1
23/04/2023,M'gladbach,Union Berlin,0,1,A,8,14,4,4,2.38,3.3,3.1,2022-23,Bundesliga,D1
28/04/2023,Bochum,Dortmund,1,1,D,10,21,4,6,6.0,5.25,1.44,2022-23,Bundesliga,D1
29/04/2023,Ein Frankfurt,Augsburg,1,1,D,7,9,1,3,1.53,4.5,5.5,2022-23,Bundesliga,D1
29/04/2023,FC Koln,Freiburg,0,1,A,21,12,8,6,2.4,3.25,3.0,2022-23,Bundesliga,D1
29/04/2023,RB Leipzig,Hoffenheim,1,0,H,16,5,2,2,1.44,5.0,6.5,2022-23,Bundesliga,D1
29/04/2023,Stuttgart,M'gladbach,2,1,H,18,9,5,4,1.8,4.0,4.2,2022-23,Bundesliga,D1
29/04/2023,Union Berlin,Leverkusen,0,0,D,7,8,1,2,2.8,3.4,2.45,2022-23,Bundesliga,D1
29/04/2023,Schalke 04,Werder Bremen,2,1,H,21,11,10,1,2.25,3.5,3.1,2022-23,Bundesliga,D1
30/04/2023,Bayern Munich,Hertha,2,0,H,25,2,9,1,1.11,10.0,19.0,2022-23,Bundesliga,D1
30/04/2023,Wolfsburg,Mainz,3,0,H,10,10,4,2,2.2,3.5,3.1,2022-23,Bundesliga,D1
05/05/2023,Leverkusen,FC Koln,1,2,A,14,7,4,5,1.67,4.0,5.0,2022-23,Bundesliga,D1
05/05/2023,Mainz,Schalke 04,2,3,A,9,15,4,10,1.62,4.0,5.25,2022-23,Bundesliga,D1
06/05/2023,Augsburg,Union Berlin,1,0,H,11,12,3,4,3.4,3.25,2.2,2022-23,Bundesliga,D1
06/05/2023,Freiburg,RB Leipzig,0,1,A,5,13,2,6,4.0,3.75,1.85,2022-23,Bundesliga,D1
06/05/2023,Hertha,Stuttgart,2,1,H,7,16,3,4,3.1,3.5,2.25,2022-23,Bundesliga,D1
06/05/2023,Hoffenheim,Ein Frankfurt,3,1,H,8,19,5,6,2.3,3.6,2.9,2022-23,Bundesliga,D1
06/05/2023,M'gladbach,Bochum,2,0,H,25,14,9,3,1.85,3.8,4.0,2022-23,Bundesliga,D1
06/05/2023,Werder Bremen,Bayern Munich,1,2,A,12,12,2,4,8.5,6.0,1.3,2022-23,Bundesliga,D1
07/05/2023,Dortmund,Wolfsburg,6,0,H,20,10,10,3,1.44,5.25,5.75,2022-23,Bundesliga,D1
12/05/2023,FC Koln,Hertha,5,2,H,28,9,15,3,1.85,3.75,4.0,2022-23,Bundesliga,D1
13/05/2023,Bayern Munich,Schalke 04,6,0,H,23,8,14,0,1.13,10.0,17.0,2022-23,Bundesliga,D1
13/05/2023,Bochum,Augsburg,3,2,H,15,12,8,2,2.1,3.6,3.3,2022-23,Bundesliga,D1
13/05/2023,Ein Frankfurt,Mainz,3,0,H,17,10,7,4,2.1,3.6,3.3,2022-23,Bundesliga,D1
13/05/2023,Union Berlin,Freiburg,4,2,H,10,13,4,8,2.2,3.2,3.5,2022-23,Bundesliga,D1
13/05/2023,Wolfsburg,Hoffenheim,2,1,H,8,10,3,2,1.91,3.75,3.8,2022-23,Bundesliga,D1
13/05/2023,Dortmund,M'gladbach,5,2,H,33,13,13,8,1.25,6.5,10.0,2022-23,Bundesliga,D1
14/05/2023,Stuttgart,Leverkusen,1,1,D,9,12,1,3,2.5,3.4,2.75,2022-23,Bundesliga,D1
14/05/2023,RB Leipzig,Werder Bremen,2,1,H,20,6,7,2,1.25,6.5,10.0,2022-23,Bundesliga,D1
19/05/2023,Freiburg,Wolfsburg,2,0,H,16,9,7,2,2.0,3.8,3.4,2022-23,Bundesliga,D1
20/05/2023,Hertha,Bochum,1,1,D,14,17,4,6,2.2,3.6,3.1,2022-23,Bundesliga,D1
20/05/2023,Hoffenheim,Union Berlin,4,2,H,10,20,5,4,2.5,3.4,2.8,2022-23,Bundesliga,D1
20/05/2023,Schalke 04,Ein Frankfurt,2,2,D,11,6,4,3,3.0,3.6,2.25,2022-23,Bundesliga,D1
20/05/2023,Werder Bremen,FC Koln,1,1,D,13,13,6,4,2.6,3.6,2.55,2022-23,Bundesliga,D1
20/05/2023,Bayern Munich,RB Leipzig,1,3,A,17,16,4,8,1.5,5.0,5.5,2022-23,Bundesliga,D1
21/05/2023,Mainz,Stuttgart,1,4,A,9,8,6,6,2.5,3.5,2.7,2022-23,Bundesliga,D1
21/05/2023,Augsburg,Dortmund,0,3,A,4,28,1,10,7.0,5.5,1.36,2022-23,Bundesliga,D1
21/05/2023,Leverkusen,M'gladbach,2,2,D,13,9,6,5,1.45,5.25,5.75,2022-23,Bundesliga,D1
27/05/2023,Bochum,Leverkusen,3,0,H,10,11,5,2,3.25,4.0,2.0,2022-23,Bundesliga,D1
27/05/2023,Dortmund,Mainz,2,2,D,30,10,12,4,1.14,8.5,15.0,2022-23,Bundesliga,D1
27/05/2023,Ein Frankfurt,Freiburg,2,1,H,14,13,8,7,2.4,3.75,2.7,2022-23,Bundesliga,D1
27/05/2023,FC Koln,Bayern Munich,1,2,A,9,11,3,3,7.5,6.0,1.3,2022-23,Bundesliga,D1
27/05/2023,M'gladbach,Augsburg,2,0,H,17,9,7,3,2.2,3.8,3.0,2022-23,Bundesliga,D1
27/05/2023,RB Leipzig,Schalke 04,4,2,H,19,16,12,4,1.6,4.5,4.75,2022-23,Bundesliga,D1
27/05/2023,Stuttgart,Hoffenheim,1,1,D,19,8,4,2,1.57,4.75,5.0,2022-23,Bundesliga,D1
27/05/2023,Union Berlin,Werder Bremen,1,0,H,16,7,4,4,1.44,4.75,7.0,2022-23,Bundesliga,D1
27/05/2023,Wolfsburg,Hertha,1,2,A,19,9,9,5,1.36,5.25,8.0,2022-23,Bundesliga,D1
13/08/2021,M'gladbach,Bayern Munich,1,1,D,11,20,5,10,4.33,4.5,1.66,2021-22,Bundesliga,D1
14/08/2021,Augsburg,Hoffenheim,0,4,A,7,15,0,8,3.2,3.75,2.1,2021-22,Bundesliga,D1
14/08/2021,Bielefeld,Freiburg,0,0,D,10,14,4,6,2.8,3.4,2.5,2021-22,Bundesliga,D1
14/08/2021,Stuttgart,Greuther Furth,5,1,H,30,8,15,4,1.83,4.0,4.0,2021-22,Bundesliga,D1
14/08/2021,Union Berlin,Leverkusen,1,1,D,8,16,5,4,2.75,3.4,2.55,2021-22,Bundesliga,D1
14/08/2021,Wolfsburg,Bochum,1,0,H,21,7,9,1,1.53,4.5,5.75,2021-22,Bundesliga,D1
14/08/2021,Dortmund,Ein Frankfurt,5,2,H,12,12,7,3,1.4,5.5,6.5,2021-22,Bundesliga,D1
15/08/2021,Mainz,RB Leipzig,1,0,H,7,15,2,2,8.0,5.5,1.33,2021-22,Bundesliga,D1
15/08/2021,FC Koln,Hertha,3,1,H,15,11,5,5,2.55,3.4,2.75,2021-22,Bundesliga,D1
20/08/2021,RB Leipzig,Stuttgart,4,0,H,26,11,11,5,1.36,5.25,7.0,2021-22,Bundesliga,D1
21/08/2021,Bochum,Mainz,2,0,H,9,16,5,3,2.62,3.5,2.62,2021-22,Bundesliga,D1
21/08/2021,Ein Frankfurt,Augsburg,0,0,D,20,4,5,0,1.57,4.5,5.25,2021-22,Bundesliga,D1
21/08/2021,Freiburg,Dortmund,2,1,H,8,19,4,2,5.5,4.75,1.5,2021-22,Bundesliga,D1
21/08/2021,Greuther Furth,Bielefeld,1,1,D,20,9,5,2,2.55,3.4,2.7,2021-22,Bundesliga,D1
21/08/2021,Hertha,Wolfsburg,1,2,A,12,12,4,3,3.0,3.4,2.37,2021-22,Bundesliga,D1
21/08/2021,Leverkusen,M'gladbach,4,0,H,13,11,6,6,2.2,3.75,3.0,2021-22,Bundesliga,D1
22/08/2021,Hoffenheim,Union Berlin,2,2,D,7,11,3,8,2.0,3.6,3.6,2021-22,Bundesliga,D1
22/08/2021,Bayern Munich,FC Koln,3,2,H,18,10,6,3,1.11,11.0,16.0,2021-22,Bundesliga,D1
27/08/2021,Dortmund,Hoffenheim,3,2,H,23,9,13,5,1.4,5.5,6.5,2021-22,Bundesliga,D1
28/08/2021,Augsburg,Leverkusen,1,4,A,13,13,4,5,4.75,3.8,1.72,2021-22,Bundesliga,D1
28/08/2021,Bielefeld,Ein Frankfurt,1,1,D,14,12,5,3,3.3,3.6,2.1,2021-22,Bundesliga,D1
28/08/2021,FC Koln,Bochum,2,1,H,21,10,5,1,1.83,3.75,4.2,2021-22,Bundesliga,D1
28/08/2021,Mainz,Greuther Furth,3,0,H,17,8,9,1,1.66,4.0,5.0,2021-22,Bundesliga,D1
28/08/2021,Stuttgart,Freiburg,2,3,A,17,14,7,7,2.15,3.6,3.2,2021-22,Bundesliga,D1
28/08/2021,Bayern Munich,Hertha,5,0,H,17,8,6,3,1.14,9.0,15.0,2021-22,Bundesliga,D1
29/08/2021,Union Berlin,M'gladbach,2,1,H,12,18,4,5,2.45,3.25,2.9,2021-22,Bundesliga,D1
29/08/2021,Wolfsburg,RB Leipzig,1,0,H,8,12,2,2,3.6,3.5,2.05,2021-22,Bundesliga,D1
11/09/2021,Freiburg,FC Koln,1,1,D,10,15,3,5,2.2,3.6,3.1,2021-22,Bundesliga,D1
11/09/2021,Greuther Furth,Wolfsburg,0,2,A,7,10,3,4,5.5,4.33,1.57,2021-22,Bundesliga,D1
11/09/2021,Hoffenheim,Mainz,0,2,A,12,11,0,4,2.0,3.75,3.5,2021-22,Bundesliga,D1
11/09/2021,Leverkusen,Dortmund,3,4,A,11,15,5,7,3.1,3.8,2.15,2021-22,Bundesliga,D1
11/09/2021,Union Berlin,Augsburg,0,0,D,15,13,6,6,1.7,3.75,5.0,2021-22,Bundesliga,D1
11/09/2021,RB Leipzig,Bayern Munich,1,4,A,10,18,4,6,3.0,3.8,2.2,2021-22,Bundesliga,D1
12/09/2021,Ein Frankfurt,Stuttgart,1,1,D,18,9,5,3,2.0,3.75,3.5,2021-22,Bundesliga,D1
12/09/2021,Bochum,Hertha,1,3,A,19,5,5,4,2.8,3.4,2.5,2021-22,Bundesliga,D1
12/09/2021,M'gladbach,Bielefeld,3,1,H,17,18,4,7,1.44,4.75,7.0,2021-22,Bundesliga,D1
17/09/2021,Hertha,Greuther Furth,2,1,H,15,10,3,3,1.75,3.75,4.2,2021-22,Bundesliga,D1
18/09/2021,Augsburg,M'gladbach,1,0,H,8,11,1,1,4.2,4.0,1.8,2021-22,Bundesliga,D1
18/09/2021,Bayern Munich,Bochum,7,0,H,22,5,15,1,1.06,13.0,29.0,2021-22,Bundesliga,D1
18/09/2021,Bielefeld,Hoffenheim,0,0,D,9,16,2,3,3.5,3.6,2.05,2021-22,Bundesliga,D1
18/09/2021,Mainz,Freiburg,0,0,D,10,7,3,2,2.0,3.6,3.6,2021-22,Bundesliga,D1
18/09/2021,FC Koln,RB Leipzig,1,1,D,14,18,6,9,4.5,4.0,1.72,2021-22,Bundesliga,D1
19/09/2021,Stuttgart,Leverkusen,1,3,A,18,7,8,4,3.3,3.75,2.1,2021-22,Bundesliga,D1
19/09/2021,Dortmund,Union Berlin,4,2,H,13,9,4,6,1.36,5.25,8.0,2021-22,Bundesliga,D1
19/09/2021,Wolfsburg,Ein Frankfurt,1,1,D,15,6,6,2,1.8,3.8,4.33,2021-22,Bundesliga,D1
24/09/2021,Greuther Furth,Bayern Munich,1,3,A,11,12,6,4,23.0,13.0,1.07,2021-22,Bundesliga,D1
25/09/2021,Ein Frankfurt,FC Koln,1,1,D,10,15,3,2,2.0,3.75,3.5,2021-22,Bundesliga,D1
25/09/2021,Hoffenheim,Wolfsburg,3,1,H,11,13,3,2,2.75,3.5,2.5,2021-22,Bundesliga,D1
25/09/2021,Leverkusen,Mainz,1,0,H,16,14,9,5,1.72,4.0,4.5,2021-22,Bundesliga,D1
25/09/2021,RB Leipzig,Hertha,6,0,H,18,5,11,3,1.3,5.5,10.0,2021-22,Bundesliga,D1
25/09/2021,Union Berlin,Bielefeld,1,0,H,17,9,4,2,1.66,3.8,5.5,2021-22,Bundesliga,D1
25/09/2021,M'gladbach,Dortmund,1,0,H,14,8,3,0,4.33,4.2,1.72,2021-22,Bundesliga,D1
26/09/2021,Bochum,Stuttgart,0,0,D,14,8,4,3,3.0,3.5,2.3,2021-22,Bundesliga,D1
26/09/2021,Freiburg,Augsburg,3,0,H,19,8,9,2,1.85,3.6,4.33,2021-22,Bundesliga,D1
01/10/2021,FC Koln,Greuther Furth,3,1,H,18,7,8,3,1.4,5.0,7.0,2021-22,Bundesliga,D1
02/10/2021,Dortmund,Augsburg,2,1,H,17,5,3,3,1.22,6.5,12.0,2021-22,Bundesliga,D1
